Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
53169,Sub-Saharan Africa,"July 17, 2019",2019,Jul,1,,1,,,1,,Vehicle Accident,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.306153000000, 11.158826000000",,,Western Africa,2
53156,Sub-Saharan Africa,"July 17, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.306153000000, 11.158826000000",,,Western Africa,2
53162,Sub-Saharan Africa,"July 17, 2019",2019,Jul,1,,1,,,1,,"Starvation, Dehydration","Kedougou, Senegal",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-12.174590000000, 12.559796000000",,,Western Africa,2
53155,Sub-Saharan Africa,"July 17, 2019",2019,Jul,2,,2,,1,1,,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Suffocation","Kumasi, Ghana",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.621256000000, 6.659396000000",,,Western Africa,2
53174,Sub-Saharan Africa,"July 17, 2019",2019,Jul,2,,2,1,2,,,Vehicle Accident,"Unspecified location in the Sahara Desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"11.519096000000, 20.684159000000",,,Western Africa,2
53161,Sub-Saharan Africa,"July 17, 2019",2019,Jul,1,,1,,1,,,,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-11.444687000000, 14.435103000000",,,Western Africa,2
53437,North Africa,"July 17, 2019",2019,Jul,2,,2,,1,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.291150000000, 13.766789000000",,,Northern Africa,2
51875,South Asia,"July 17, 2019",2019,Jul,1,,1,,,1,,Shot,"Unspecified location on the Iran-Pakistan border, Sistan and Baluchestan, Iran","Pakistan Today, Daily Balochistan Express","26.095338100000, 61.846223500000",,"http://bit.ly/2SxqCcp, http://bit.ly/2YgYeAD",South Asia,3
53154,Sub-Saharan Africa,"July 17, 2019",2019,Jul,1,,1,,,1,,Sickness and lack of access to medicines,"Koubia, Guinea",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-11.892614000000, 11.581531000000",,,Western Africa,2
51867,US-Mexico Border,"July 16, 2019",2019,Jul,1,,1,,,1,,Drowning,"Río Bravo, near International Bridge 1, Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.705314967217, -100.511613685030",Central America to US,http://bit.ly/2Sk6nPi,Northern America,1
53152,Sub-Saharan Africa,"July 16, 2019",2019,Jul,1,,1,,1,,,"Sickness and lack of access to medicines, Suffocation","Zinguichor, Senegal",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-16.263798000000, 12.562665000000",,,Western Africa,2
53432,North Africa,"July 16, 2019",2019,Jul,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.787960000000, 5.527180000000",,,Northern Africa,2
51869,Mediterranean,"July 16, 2019",2019,Jul,1,,1,73,1,,,Drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Alarm Phone","36.196379448452, -2.452770359719",Western Mediterranean,"http://bit.ly/2XX5xt2, http://bit.ly/2YZCLJC",Uncategorized,4
53168,Sub-Saharan Africa,"July 16, 2019",2019,Jul,2,,2,,,2,,Vehicle Accident,"Banfora, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.759634000000, 10.638253000000",,,Western Africa,2
53431,Sub-Saharan Africa,"July 16, 2019",2019,Jul,1,,1,,1,,,"Sickness and lack of access to medicines, Starvation, Dehydration","Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",,,Western Africa,2
51868,US-Mexico Border,"July 16, 2019",2019,Jul,2,,2,,,2,,Drowning,"Río Bravo near La Amistad Dam, Ciudad Acuña, Coahuila, Mexico","Zócalo, Noticias del Sol de la Laguna, El Universal","29.447929724258, -101.059931246190",Central America to US,"http://bit.ly/2LVNDVp, http://bit.ly/2XV2MIS, http://bit.ly/2LrtNSC",Central America,3
53167,Sub-Saharan Africa,"July 16, 2019",2019,Jul,1,,1,,,1,,Vehicle Accident,"Seytenga, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"0.217793000000, 14.383577000000",,,Western Africa,2
53166,Sub-Saharan Africa,"July 15, 2019",2019,Jul,2,,2,,1,1,,Vehicle Accident,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.306153000000, 11.158826000000",,,Western Africa,2
52397,US-Mexico Border,"July 15, 2019",2019,Jul,1,,1,,,1,,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.797256200000, -111.813408800000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52396,US-Mexico Border,"July 15, 2019",2019,Jul,1,,1,,,,,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
53150,Sub-Saharan Africa,"July 15, 2019",2019,Jul,1,,1,,1,,,Unknown,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"2.123324000000, 13.508763000000",,,Western Africa,2
51926,US-Mexico Border,"July 15, 2019",2019,Jul,1,,1,,,,,Unknown,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.975792985096, -98.187075045258",Central America to US,http://bit.ly/33menV4,Northern America,1
53147,Sub-Saharan Africa,"July 14, 2019",2019,Jul,1,,1,,,1,,Vehicle Accident,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.521050000000, 12.368721000000",,,Western Africa,2
51866,US-Mexico Border,"July 14, 2019",2019,Jul,1,,1,,,1,,Drowning,"Río Bravo, near Brownsville, Cameron County, Texas, USA","El Sol de Tampico, Hoy Tamaulipas","25.900962109470, -97.525633099634",Central America to US,"http://bit.ly/30yYs3F, http://bit.ly/2YU19MF",Northern America,3
53029,Horn of Africa,"July 14, 2019",2019,Jul,1,,1,,,1,,Vehicle Accident,"Along the coast of Lahj governorate, Yemen",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.519978000000, 44.065797000000",,,Western Asia,2
53151,Sub-Saharan Africa,"July 14, 2019",2019,Jul,1,,1,,,1,1,Vehicle Accident,Unspecified location in the Central African Republic,Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.524866000000, 9.987734000000",,,,2
53028,Horn of Africa,"July 14, 2019",2019,Jul,4,,4,,,4,,"Starvation, Dehydration, Harsh weather/lack of adequate shelter","Along rural road in Tadjoura, Djibouti",Mixed Migration Monitoring Mechanism Initiative (4Mi),"11.790683000000, 42.883085000000",,,Eastern Africa,2
53157,Sub-Saharan Africa,"July 14, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Boni, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-2.219410000000, 15.076764000000",,,Western Africa,2
53027,Horn of Africa,"July 14, 2019",2019,Jul,2,,2,,,2,,"Sickness and lack of access to medicines, Dehydration","Dikhil, Djibouti",Mixed Migration Monitoring Mechanism Initiative (4Mi),"11.103113000000, 42.368422000000",,,Eastern Africa,2
53149,Sub-Saharan Africa,"July 14, 2019",2019,Jul,1,,1,,,1,1,Unknown,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.351666000000, 24.134496000000",,,Northern Africa,2
51925,US-Mexico Border,"July 14, 2019",2019,Jul,1,,1,,,1,,Unknown,"Ranch west of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.208588228963, -98.238623336893",Central America to US,http://bit.ly/33menV4,Northern America,1
52577,South Asia,"July 14, 2019",2019,Jul,1,,1,,1,,,Sexual abuse,"Off the coast of Bangladesh, en route to Kedeh, Malaysia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.155015000000, 91.824865000000",,http://www.mixedmigration.org/4mi/,Uncategorized,2
53148,Sub-Saharan Africa,"July 14, 2019",2019,Jul,7,,7,,,2,1,"Suffocation, Drowning","Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.184645000000, 32.887622000000",,,Northern Africa,2
53430,Sub-Saharan Africa,"July 14, 2019",2019,Jul,3,,3,,,3,,"Harsh weather/lack of adequate shelter, Suffocation","Garin Kouka, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.959020000000, 3.512500000000",,,Western Africa,2
53429,North Africa,"July 13, 2019",2019,Jul,3,,3,,2,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.764020000000, 14.035110000000",,,Northern Africa,2
53428,North Africa,"July 13, 2019",2019,Jul,1,,1,,,,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
53427,Sub-Saharan Africa,"July 13, 2019",2019,Jul,2,,2,,,2,,Sickness and lack of access to medicines,"Garin Kouka, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.959020000000, 3.512500000000",,,Western Africa,2
52395,US-Mexico Border,"July 13, 2019",2019,Jul,1,,1,,,1,,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52576,Southeast Asia,"July 13, 2019",2019,Jul,3,,3,,1,1,,Vehicle Accident,"Off the coast of Pattani Province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"6.854375000000, 101.586254000000",,http://www.mixedmigration.org/4mi/,Uncategorized,2
52575,Southeast Asia,"July 12, 2019",2019,Jul,3,,3,,2,1,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.772583000000, 100.452147000000",,http://www.mixedmigration.org/4mi/,,2
53146,Sub-Saharan Africa,"July 12, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Koupela, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.351305000000, 12.179216000000",,,Western Africa,2
51853,US-Mexico Border,"July 12, 2019",2019,Jul,1,,1,,,1,,Drowning,"Canal Anzaldúas, Reynosa, Tamaulipas, Mexico","El Mañana, El Sol de Tampico","26.136829136280, -98.337529265875",Central America to US,"http://bit.ly/2JxHzRe, http://bit.ly/2XPuwib",Central America,3
53426,North Africa,"July 12, 2019",2019,Jul,2,,2,,2,,,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.492777000000, 16.534439000000",,,Northern Africa,2
52394,US-Mexico Border,"July 12, 2019",2019,Jul,1,,1,,,1,,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
53425,Sub-Saharan Africa,"July 12, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Unspecified location, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.336692000000, 13.581610000000",,,Western Africa,2
52393,US-Mexico Border,"July 12, 2019",2019,Jul,1,,1,,,1,,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
53159,Sub-Saharan Africa,"July 11, 2019",2019,Jul,1,,1,,1,,,Sexual abuse,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-11.444687000000, 14.435103000000",,,Western Africa,2
53158,Sub-Saharan Africa,"July 11, 2019",2019,Jul,1,,1,,1,,,,"Douala, Cameroon",Mixed Migration Monitoring Mechanism Initiative (4Mi),"9.766009000000, 4.048575000000",,,,2
51885,Central America,"July 11, 2019",2019,Jul,1,,1,,,1,,Hit by train,"Train tracks near Las Huiberas, Cosoleacaque, Veracruz, Mexico","Imagen del Golfo, Qhubochano","18.023219672270, -94.641773520189",,"http://bit.ly/2Mk7D4n, http://bit.ly/2M8NOg4",Central America,3
51924,US-Mexico Border,"July 11, 2019",2019,Jul,1,,1,,1,,,Unknown,"Ranch northeast of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.067851841443, -98.073091890962",Central America to US,http://bit.ly/33menV4,Northern America,1
53160,Sub-Saharan Africa,"July 11, 2019",2019,Jul,1,,1,,1,,,Excessive Physical Abuse,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-11.444687000000, 14.435103000000",,,Western Africa,2
53140,Sub-Saharan Africa,"July 10, 2019",2019,Jul,2,,2,,,2,,,"Boulmontangou village near Kantchari, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"1.525573000000, 12.472407000000",,,Western Africa,2
53145,Sub-Saharan Africa,"July 10, 2019",2019,Jul,3,,3,,1,1,1,Vehicle Accident,"San, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.898504000000, 13.293781000000",,,Western Africa,2
53144,Sub-Saharan Africa,"July 10, 2019",2019,Jul,1,,1,,1,,1,Vehicle Accident,"San, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.898504000000, 13.293781000000",,,Western Africa,2
53424,North Africa,"July 10, 2019",2019,Jul,1,,1,,,1,,Sickness and lack of access to medicines,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.492777000000, 16.534439000000",,,Northern Africa,2
53423,Sub-Saharan Africa,"July 09, 2019",2019,Jul,2,,2,,,2,,Exposure,"Janet, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.804994000000, 13.510365000000",,,Western Africa,2
53422,Sub-Saharan Africa,"July 09, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",,,Western Africa,2
53421,Sub-Saharan Africa,"July 09, 2019",2019,Jul,1,,1,,1,,,Excessive Physical Abuse,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",,,Western Africa,2
53420,North Africa,"July 09, 2019",2019,Jul,2,,2,,,2,,Sickness and lack of access to medicines,"Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.934383000000, 14.633161000000",,,Northern Africa,2
51849,US-Mexico Border,"July 09, 2019",2019,Jul,1,,1,,,1,,Unknown,"Near Mercado Zaragoza, Piedras Negras, Coahuila, Mexico",Zócalo,"28.700944700000, -100.514561000000",Central America to US,http://bit.ly/32mdMSQ,Central America,1
53153,Sub-Saharan Africa,"July 08, 2019",2019,Jul,4,,4,,,4,,Excessive Physical Abuse,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.028555000000, 16.261959000000",,,Western Africa,2
51848,Caribbean,"July 08, 2019",2019,Jul,8,,8,8,3,5,,Vehicle Accident,"Van fell into irrigation canal near Barrero Adentro, Navarrete, Dominican Republic","Listin Diario, EFE, Noticias Sin	","19.559433200000, -70.869348600000",,"http://bit.ly/2XCuDNV, http://bit.ly/2XDMQL7, http://bit.ly/2XU5odZ",Caribbean,3
53139,Sub-Saharan Africa,"July 08, 2019",2019,Jul,1,,1,,1,,,Sickness and lack of access to medicines,"Fada-Ngourma, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"0.363461000000, 12.058941000000",,,Western Africa,2
51847,US-Mexico Border,"July 08, 2019",2019,Jul,1,,1,,,1,,Drowning,"Morelos Dam, Vicente Guerrero, Mexicali, Baja California, Mexico","Uni Mexicali, El Imparcial, Radio Patr","32.705302900000, -114.728829800000",Central America to US,"http://bit.ly/2XwZbR6, http://bit.ly/32bOneN, http://bit.ly/2XOeAkc",Central America,3
53136,Sub-Saharan Africa,"July 08, 2019",2019,Jul,1,,1,,1,,,,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-7.995856000000, 12.617282000000",,,Western Africa,2
51850,South America,"July 08, 2019",2019,Jul,1,,1,,,1,,Presumed vehicle accident,"Near Pan-American Highwaay, La Legua, Piura, Peru",Diario Peru	,"-5.227319800000, -80.655000100000",,"https://bit.ly/30CDJfB, https://bit.ly/2XB0PB6",South America,3
52392,US-Mexico Border,"July 07, 2019",2019,Jul,1,,1,,,1,,Probable hypothermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52574,Southeast Asia,"July 07, 2019",2019,Jul,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse","In the forest, Pattani Province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"6.659811000000, 101.430118000000",,http://www.mixedmigration.org/4mi/,South-eastern Asia,2
53138,Sub-Saharan Africa,"July 07, 2019",2019,Jul,1,,1,,1,,1,Unknown,"Koupela, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.351305000000, 12.179216000000",,,Western Africa,2
52669,US-Mexico Border,"July 07, 2019",2019,Jul,1,,1,,,,,Unknown (mummified remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.654940500000, -112.088417200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51884,US-Mexico Border,"July 07, 2019",2019,Jul,1,,1,,,1,,Dehydration,"Ranch located on U.S. Highway 285 west of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.253449766985, -98.254332890286",Central America to US,http://bit.ly/2ZgjiEY,Northern America,1
53143,Sub-Saharan Africa,"July 07, 2019",2019,Jul,1,,1,,,1,1,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-7.995856000000, 12.617282000000",,,Western Africa,2
53419,North Africa,"July 07, 2019",2019,Jul,1,,1,,,1,,,"Unspecified location in Egypt, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.484576000000, 25.139459000000",,,Northern Africa,2
